zone_id,node_count,edge_count,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH761,128,260,0.015994,0.0448,0.0273,4.0625,6,6,92.19,92.19,0.0469,3.9623,18.0,1.591,0.018108,0.018108,1.888,0.09588,0.085858,0.7045,0.091605,0.008475,0.0297,0.018,0.138786,0.029661
Zone_DH762,59,108,0.03156,0.0,0.0,3.661,6,6,55.93,55.93,0.1017,3.7541,9.0,1.1717,0.0625,0.0625,1.5,0.190354,0.144306,0.6455,0.173238,0.030303,0.0,0.0606,0.267025,0.0
Zone_DH763,26,48,0.073846,0.0,0.0,3.6923,3,3,69.23,69.23,0.1154,3.3402,6.0,1.1767,0.117647,0.117647,2.0,0.289621,0.163399,0.5922,0.234449,0.055556,0.0,0.1111,0.378276,0.0
Zone_DH764,39,74,0.049933,0.0,0.0,3.7949,3,3,84.62,84.62,0.0769,3.2863,9.0,1.4412,0.0625,0.0625,2.0,0.199183,0.136364,0.6583,0.173056,0.030303,0.0,0.0606,0.274214,0.0
Zone_DH765,69,142,0.030264,0.0238,0.0242,4.1159,7,4,82.61,95.65,0.058,3.8262,12.0,1.4446,0.0331,0.0331,1.8592,0.131749,0.084084,0.5731,0.122488,0.015152,0.0253,0.0326,0.207744,0.025253
Zone_DH766,73,166,0.031583,0.0,0.0,4.5479,3,1,89.04,100.0,0.0137,3.8751,12.0,1.4045,0.031583,0.031583,1.3193,0.130816,0.082337,0.5753,0.116597,0.013699,0.0,0.0312,0.209745,0.0
Zone_DH767,54,120,0.041929,0.0,0.0,4.4444,2,2,98.15,98.15,0.037,3.7061,13.0,1.7691,0.043541,0.043541,1.7667,0.14553,0.11992,0.5917,0.136842,0.018868,0.0,0.0427,0.227972,0.0
Zone_DH768,17,28,0.102941,0.0,0.0,3.2941,3,3,58.82,58.82,0.1765,2.9502,5.0,1.2127,0.2,0.2,1.6667,0.368192,0.230556,0.594,0.315062,0.1,0.0,0.18,0.473333,0.0
Zone_DH770,92,218,0.026039,0.0316,0.0199,4.7391,2,2,96.74,96.74,0.0217,3.9254,16.0,1.6681,0.027324,0.027324,1.6636,0.110968,0.098324,0.6721,0.105485,0.011236,0.0206,0.027,0.17064,0.020599
Zone_DH771,325,770,0.007312,0.031,0.0195,4.7385,4,4,98.77,98.77,0.0123,3.7965,23.0,1.2758,0.007477,0.007477,1.6719,0.0705,0.042549,0.7073,0.055541,0.003115,0.0197,0.0075,0.098246,0.01973
Zone_DH772,634,1558,0.003882,0.0361,0.0276,4.9148,3,3,98.9,98.9,0.0047,3.7066,26.0,1.0326,0.003944,0.003944,1.6202,0.060307,0.026008,0.658,0.039749,0.001595,0.0279,0.0039,0.080715,0.027911
Zone_DH773,846,2104,0.002943,0.0329,0.0254,4.974,5,5,99.41,99.41,0.0059,3.7403,31.0,1.0658,0.002975,0.002975,1.6004,0.051304,0.022388,0.7251,0.034333,0.001189,0.0256,0.003,0.069293,0.025565
Zone_DH774,748,1822,0.003261,0.0304,0.0212,4.8717,15,2,96.66,99.87,0.0027,3.706,35.0,1.2797,0.00327,0.00327,1.64,0.045246,0.02755,0.7127,0.036417,0.001339,0.0212,0.0033,0.06764,0.021196
Zone_DH775,756,1888,0.003308,0.0266,0.0212,4.9947,13,4,97.49,99.6,0.0053,3.6546,37.0,1.3457,0.003334,0.003334,1.5953,0.043889,0.027849,0.7478,0.036271,0.001328,0.0212,0.0033,0.068382,0.021248
Zone_DH776,695,1733,0.003593,0.0345,0.0266,4.9871,14,7,85.47,98.85,0.0101,3.5373,29.0,1.1,0.003669,0.003669,1.5894,0.052051,0.020137,0.6752,0.037976,0.001456,0.0269,0.0037,0.076294,0.027414
Zone_DH777,470,1164,0.005281,0.0527,0.0411,4.9532,9,6,98.3,98.94,0.0128,3.4852,23.0,1.0609,0.005395,0.005395,1.5979,0.070009,0.028743,0.6421,0.046153,0.002151,0.0416,0.0054,0.094819,0.042294
Zone_DH778,295,669,0.007714,0.0598,0.048,4.5356,11,9,96.61,97.29,0.0305,3.3957,22.0,1.2809,0.00815,0.00815,1.716,0.078119,0.046118,0.7306,0.058681,0.003484,0.0494,0.0081,0.107096,0.050523
Zone_DH779,174,352,0.011694,0.0206,0.0105,4.046,15,15,82.76,82.76,0.0862,3.6321,23.0,1.7436,0.01554,0.01554,1.8,0.078461,0.085597,0.7325,0.082802,0.006944,0.0127,0.0154,0.122024,0.012731
Zone_DH780,184,376,0.011167,0.01,0.0054,4.087,12,12,77.17,77.17,0.0652,3.7045,19.0,1.4007,0.015483,0.015483,1.8323,0.088869,0.072946,0.7295,0.083456,0.007042,0.007,0.0154,0.12993,0.007042
Zone_DH781,157,332,0.013555,0.0112,0.0064,4.2293,7,7,94.27,94.27,0.0446,3.8413,17.0,1.3567,0.014984,0.014984,1.816,0.1001,0.063667,0.7089,0.08178,0.006757,0.0068,0.0149,0.13929,0.006757
Zone_DH782,202,470,0.011576,0.0,0.0,4.6535,7,5,48.51,48.51,0.0248,3.3616,12.0,0.8443,0.022722,0.022722,1.8148,0.128869,0.073746,0.5817,0.100547,0.010204,0.0,0.0225,0.174175,0.0
Zone_DH783,241,628,0.010858,0.0191,0.0138,5.2116,5,3,65.56,75.1,0.0124,2.5579,16.0,1.0307,0.015347,0.015347,1.448,0.093464,0.04368,0.6698,0.074106,0.005525,0.0184,0.0153,0.144437,0.018416
Zone_DH784,193,528,0.014249,0.0275,0.0225,5.4715,4,4,91.19,91.19,0.0207,2.2876,24.0,1.7276,0.016104,0.016104,1.4194,0.081655,0.068791,0.6686,0.075201,0.005682,0.0199,0.016,0.135082,0.019886
Zone_DH785,168,424,0.015113,0.0262,0.0188,5.0476,6,6,72.02,72.02,0.0357,2.6902,14.0,1.0801,0.02314,0.02314,1.8006,0.123063,0.062533,0.5586,0.09042,0.008264,0.0193,0.0229,0.183055,0.019284
Zone_DH786,382,932,0.006404,0.015,0.0109,4.8796,5,4,98.69,99.21,0.0105,3.0332,27.0,1.3814,0.006506,0.006506,2.0333,0.062618,0.041735,0.7266,0.051089,0.002639,0.011,0.0065,0.09832,0.010994
Zone_DH787,494,1120,0.004599,0.0103,0.0094,4.5344,19,19,92.91,92.91,0.0385,2.3866,39.0,1.7547,0.005147,0.005147,1.6969,0.047633,0.045395,0.7419,0.046426,0.002179,0.0065,0.0051,0.085071,0.006536
Zone_DH788,527,1201,0.004333,0.0071,0.007,4.5579,22,17,92.41,96.96,0.0323,1.3493,33.0,1.4375,0.004608,0.004608,1.7019,0.051394,0.035288,0.6938,0.043949,0.001957,0.0072,0.0046,0.079777,0.007175
Zone_DH789,511,1247,0.004785,0.0141,0.0111,4.8806,22,16,95.69,97.06,0.0313,1.9179,35.0,1.5483,0.005079,0.005079,1.591,0.052243,0.036476,0.7005,0.04458,0.002016,0.0114,0.0051,0.080647,0.012769
Zone_DH790,370,915,0.006702,0.0493,0.0413,4.9459,18,7,86.49,89.46,0.0189,3.0986,27.0,1.4037,0.007663,0.007663,1.5818,0.063649,0.043773,0.6582,0.054596,0.003021,0.0401,0.0076,0.100369,0.042598
Zone_DH791,287,640,0.007797,0.0751,0.0567,4.4599,19,8,69.69,73.52,0.0279,3.6259,27.0,1.5938,0.010675,0.010675,1.7844,0.066399,0.065305,0.6544,0.068428,0.004739,0.0629,0.0106,0.115455,0.066825
Zone_DH792,119,259,0.018445,0.025,0.0224,4.3529,13,11,30.25,30.25,0.0924,3.1137,8.0,0.7334,0.072222,0.072222,1.5824,0.212104,0.116853,0.4588,0.166144,0.027778,0.0278,0.0702,0.308432,0.027778
Zone_DH793,76,139,0.024386,0.0744,0.0658,3.6579,6,6,51.32,51.32,0.0789,3.6111,10.0,1.1471,0.05668,0.05668,1.8571,0.175465,0.134077,0.6515,0.159284,0.025641,0.0855,0.0552,0.24885,0.08547
Zone_DH794,73,140,0.026636,0.1327,0.0776,3.8356,10,8,60.27,60.27,0.1096,3.769,12.0,1.4045,0.05074,0.05074,1.8333,0.155125,0.136187,0.655,0.149802,0.022727,0.053,0.0496,0.231403,0.056818
Zone_DH795,83,170,0.024978,0.1343,0.0783,4.0964,6,6,55.42,55.42,0.0723,3.927,11.0,1.2074,0.047343,0.047343,1.8776,0.158536,0.126043,0.6415,0.146696,0.021739,0.0761,0.0463,0.22794,0.076087
Zone_DH796,61,120,0.032787,0.1,0.0464,3.9344,5,5,75.41,75.41,0.082,4.0234,11.0,1.4084,0.047343,0.047343,1.8776,0.156321,0.128085,0.6261,0.146695,0.021739,0.0616,0.0463,0.226292,0.061594
Zone_DH797,39,72,0.048583,0.1224,0.0684,3.6923,5,5,35.9,35.9,0.1282,3.7601,6.0,0.9608,0.153846,0.153846,1.5,0.293068,0.215201,0.4909,0.266085,0.071429,0.0714,0.1429,0.402302,0.071429
Zone_DH798,35,56,0.047059,0.0714,0.0286,3.2,8,8,80.0,80.0,0.2286,3.3833,9.0,1.5213,0.074074,0.074074,2.0,0.195066,0.166667,0.6364,0.188034,0.035714,0.0357,0.0714,0.281744,0.035714
Zone_DH799,43,81,0.04485,0.0882,0.062,3.7674,7,3,58.14,74.42,0.0698,3.5773,10.0,1.525,0.066532,0.066532,1.9394,0.16006,0.121741,0.6201,0.175917,0.03125,0.0833,0.0645,0.270193,0.083333
Zone_DH800,59,109,0.031853,0.0333,0.0169,3.6949,10,5,38.98,84.75,0.0847,3.6885,12.0,1.5623,0.040408,0.040408,1.5152,0.104904,0.07523,0.5913,0.140958,0.02,0.02,0.0396,0.21623,0.02
Zone_DH801,70,150,0.031056,0.0465,0.0476,4.2857,4,1,77.14,100.0,0.0143,3.7294,15.0,1.7928,0.031056,0.031056,1.4,0.097838,0.090911,0.6423,0.119113,0.014286,0.0476,0.0306,0.186136,0.047619
Zone_DH802,42,84,0.04878,0.0,0.0,4.0,3,2,95.24,97.62,0.0476,3.3248,9.0,1.3887,0.05122,0.05122,1.4643,0.178958,0.117777,0.5956,0.155482,0.02439,0.0,0.05,0.25028,0.0
Zone_DH805,80,186,0.02943,0.0368,0.0229,4.65,3,3,97.5,97.5,0.0375,3.8756,15.0,1.6771,0.030969,0.030969,1.6774,0.121874,0.100711,0.6575,0.112674,0.012821,0.0235,0.0306,0.184032,0.023504
Zone_DH806,187,432,0.01242,0.0399,0.0232,4.6203,8,8,91.98,91.98,0.0428,3.6147,22.0,1.6088,0.014144,0.014144,1.6538,0.080083,0.072476,0.699,0.075875,0.005814,0.0252,0.0141,0.122737,0.025194
Zone_DH807,305,748,0.008067,0.0445,0.0344,4.9049,5,5,96.72,96.72,0.0164,3.5546,22.0,1.2597,0.008486,0.008486,1.6033,0.076215,0.043399,0.6533,0.057964,0.00339,0.0356,0.0085,0.106107,0.035593
Zone_DH808,400,1004,0.006291,0.0295,0.0242,5.02,7,7,97.75,97.75,0.0175,3.6498,26.0,1.3,0.006545,0.006545,1.5671,0.066033,0.036514,0.6864,0.050372,0.002558,0.0247,0.0065,0.094467,0.024723
Zone_DH809,453,1112,0.005431,0.0376,0.0283,4.9095,12,4,95.58,98.45,0.0088,3.6901,34.0,1.5975,0.005563,0.005563,1.6159,0.052834,0.043043,0.6863,0.047142,0.002242,0.0288,0.0056,0.085456,0.028774
Zone_DH810,446,1095,0.005517,0.0319,0.0228,4.9103,13,6,95.74,98.43,0.0135,3.6694,32.0,1.5152,0.005674,0.005674,1.6095,0.055163,0.037637,0.706,0.047509,0.002278,0.0232,0.0057,0.087855,0.023159
Zone_DH811,444,1108,0.005633,0.0397,0.0289,4.991,15,2,96.17,99.1,0.0045,3.4719,25.0,1.1864,0.005705,0.005705,1.5971,0.064857,0.03058,0.6441,0.047444,0.002273,0.0292,0.0057,0.094066,0.029167
Zone_DH812,329,815,0.007552,0.056,0.0446,4.9544,3,1,99.39,100.0,0.003,3.4555,22.0,1.2129,0.007552,0.007552,1.6147,0.078144,0.037326,0.6271,0.054865,0.00304,0.0446,0.0075,0.107883,0.045593
Zone_DH813,191,437,0.012042,0.0547,0.0419,4.5759,4,2,98.43,99.48,0.0105,3.3423,21.0,1.5195,0.012169,0.012169,1.7391,0.087706,0.056011,0.7224,0.072144,0.005263,0.0421,0.0121,0.126959,0.042105
Zone_DH814,86,164,0.022435,0.0252,0.0116,3.814,8,8,55.81,55.81,0.093,3.5986,11.0,1.1862,0.045213,0.045213,1.8824,0.159088,0.120702,0.6269,0.143583,0.020833,0.0208,0.0443,0.227474,0.020833
Zone_DH815,78,156,0.025974,0.0,0.0,4.0,3,3,56.41,56.41,0.0385,3.3884,12.0,1.3587,0.045455,0.045455,1.5349,0.148881,0.142631,0.6716,0.150097,0.022727,0.0,0.0444,0.220025,0.0
Zone_DH816,68,138,0.03029,0.0,0.0,4.0588,2,2,88.24,88.24,0.0294,3.6011,11.0,1.3339,0.035028,0.035028,1.4516,0.14563,0.106321,0.6692,0.128601,0.016667,0.0,0.0344,0.198832,0.0
Zone_DH817,61,126,0.034426,0.0,0.0,4.1311,4,4,78.69,78.69,0.0656,3.5995,9.0,1.1523,0.046099,0.046099,1.3846,0.17799,0.104783,0.5647,0.143696,0.020833,0.0,0.0451,0.241171,0.0
Zone_DH818,75,190,0.034234,0.0,0.0,5.0667,2,2,56.0,56.0,0.0267,2.7842,7.0,0.8083,0.069686,0.069686,1.4,0.229813,0.086208,0.4313,0.154092,0.02381,0.0,0.068,0.305705,0.0
Zone_DH819,43,114,0.063123,0.028,0.0194,5.3023,2,2,72.09,72.09,0.0465,2.9051,7.0,1.0675,0.094624,0.094624,1.4091,0.260104,0.10152,0.4161,0.179336,0.032258,0.0,0.0916,0.348055,0.0
Zone_DH820,35,52,0.043697,0.0909,0.0238,2.9714,11,11,51.43,51.43,0.3143,3.0506,7.0,1.1832,0.124183,0.124183,1.8947,0.261352,0.187908,0.6089,0.234427,0.055556,0.0463,0.1173,0.36579,0.046296
Zone_DH821,147,297,0.013838,0.0099,0.0102,4.0408,5,5,96.6,96.6,0.034,3.3464,19.0,1.5671,0.014734,0.014734,1.9254,0.089392,0.078018,0.6315,0.083531,0.007042,0.0106,0.0146,0.141367,0.010563
Zone_DH822,262,566,0.008277,0.0,0.0,4.3206,6,6,98.09,98.09,0.0229,2.3715,35.0,2.1623,0.008603,0.008603,1.8163,0.056057,0.068418,0.6567,0.062076,0.003891,0.0,0.0086,0.102561,0.0
Zone_DH823,350,781,0.006394,0.0,0.0,4.4629,13,7,86.86,98.29,0.02,1.5903,34.0,1.8174,0.006619,0.006619,1.7618,0.052198,0.049089,0.6932,0.053616,0.002907,0.0,0.0066,0.089236,0.0
Zone_DH824,302,696,0.007657,0.0048,0.0033,4.6093,7,7,97.35,97.35,0.0232,1.8809,35.0,2.014,0.008033,0.008033,1.6994,0.05491,0.059366,0.6487,0.057996,0.003401,0.0034,0.008,0.090778,0.003401
Zone_DH825,222,481,0.009804,0.0527,0.0353,4.3333,16,4,90.54,98.65,0.018,3.4397,23.0,1.5437,0.010075,0.010075,1.8212,0.067342,0.056671,0.6767,0.067194,0.004566,0.0358,0.01,0.108886,0.03653
Zone_DH826,260,563,0.008361,0.0462,0.0391,4.3308,21,4,88.46,98.85,0.0154,3.313,28.0,1.7365,0.008557,0.008557,1.8259,0.055154,0.054972,0.6573,0.062073,0.003891,0.0396,0.0085,0.105319,0.040208
Zone_DH827,278,583,0.007571,0.0222,0.0222,4.1942,15,6,87.05,93.53,0.0216,2.3507,30.0,1.7993,0.008271,0.008271,1.8671,0.054309,0.062285,0.6384,0.061778,0.003846,0.0237,0.0082,0.116103,0.023718
Zone_DH828,238,478,0.008474,0.0204,0.019,4.0168,14,4,85.29,97.06,0.0168,2.4074,29.0,1.8798,0.008846,0.008846,1.4745,0.053877,0.060604,0.6303,0.065574,0.004329,0.0196,0.0088,0.12248,0.019625
Zone_DH829,149,278,0.012607,0.0247,0.0148,3.7315,12,7,75.17,94.63,0.047,2.8616,18.0,1.4746,0.01388,0.01388,2.0584,0.078524,0.060994,0.5131,0.083913,0.007092,0.0156,0.0138,0.160433,0.015603
Zone_DH830,56,119,0.038636,0.1224,0.0804,4.25,5,4,91.07,91.07,0.0714,3.8989,12.0,1.6036,0.04549,0.04549,1.7586,0.151273,0.119656,0.6039,0.139354,0.019608,0.0882,0.0446,0.220295,0.088235
Zone_DH831,47,100,0.046253,0.1169,0.0603,4.2553,2,2,89.36,89.36,0.0426,3.7722,10.0,1.4586,0.053426,0.053426,1.8261,0.17254,0.125203,0.5721,0.153595,0.02381,0.0675,0.0522,0.241915,0.06746
Zone_DH832,28,54,0.071429,0.0833,0.0298,3.8571,2,2,57.14,57.14,0.0714,3.2916,7.0,1.3229,0.133333,0.133333,2.0,0.256061,0.217857,0.5587,0.248748,0.0625,0.0521,0.125,0.372249,0.052083
Zone_DH833,33,62,0.058712,0.0638,0.0253,3.7576,4,3,87.88,87.88,0.0909,3.3981,9.0,1.5667,0.07266,0.07266,1.9661,0.195635,0.160053,0.6348,0.184729,0.034483,0.0287,0.0702,0.282232,0.028736
Zone_DH834,40,76,0.048718,0.0896,0.0792,3.8,7,2,62.5,70.0,0.05,3.5657,9.0,1.423,0.07672,0.07672,1.931,0.187133,0.139347,0.6354,0.188013,0.035714,0.1131,0.074,0.296636,0.113095
Zone_DH835,42,72,0.041812,0.1071,0.1111,3.4286,11,6,19.05,45.24,0.1429,3.6637,7.0,1.0801,0.099415,0.099415,1.6765,0.202128,0.103027,0.592,0.228527,0.052632,0.0,0.0942,0.352307,0.0
Zone_DH836,48,93,0.041223,0.0857,0.0833,3.875,5,4,58.33,58.33,0.0833,3.6973,8.0,1.1547,0.07672,0.07672,1.4483,0.21554,0.146724,0.6346,0.188073,0.035714,0.0357,0.074,0.296895,0.035714
Zone_DH837,34,72,0.064171,0.0556,0.0294,4.2353,1,1,100.0,100.0,0.0294,3.6723,8.0,1.372,0.064171,0.064171,1.4167,0.199647,0.130849,0.6456,0.17074,0.029412,0.0294,0.0623,0.274391,0.029412
Zone_DH840,38,92,0.065434,0.0,0.0,4.8421,2,2,92.11,92.11,0.0526,3.8205,8.0,1.2978,0.07395,0.07395,1.5909,0.214888,0.115457,0.5028,0.168432,0.028571,0.0,0.0718,0.299371,0.0
Zone_DH841,64,146,0.03621,0.0261,0.0156,4.5625,2,2,76.56,76.56,0.0312,3.8451,14.0,1.75,0.048469,0.048469,1.7193,0.13543,0.141518,0.6117,0.14231,0.020408,0.0204,0.0475,0.219416,0.020408
Zone_DH842,94,228,0.026081,0.0781,0.0727,4.8511,4,4,88.3,88.3,0.0426,3.2336,20.0,2.0628,0.030855,0.030855,1.581,0.099605,0.115785,0.5967,0.10945,0.012048,0.0703,0.0305,0.170242,0.070281
Zone_DH843,109,276,0.023445,0.0366,0.0382,5.0642,3,3,97.25,97.25,0.0275,3.4208,20.0,1.9157,0.024618,0.024618,1.5474,0.096338,0.093758,0.6071,0.096834,0.009434,0.0393,0.0244,0.158369,0.039308
Zone_DH844,161,378,0.014674,0.0271,0.0259,4.6957,15,5,74.53,74.53,0.0311,3.5393,20.0,1.5762,0.021709,0.021709,1.5484,0.094461,0.084636,0.6451,0.090984,0.008333,0.0347,0.0215,0.150851,0.034722
Zone_DH845,186,441,0.012816,0.0449,0.0367,4.7419,13,7,55.91,56.45,0.0376,3.2401,17.0,1.2465,0.02381,0.02381,1.6154,0.111125,0.080534,0.5521,0.097146,0.009524,0.0254,0.0236,0.172026,0.025397
Zone_DH846,134,305,0.017114,0.0331,0.0187,4.5522,13,10,87.31,89.55,0.0746,3.1944,18.0,1.555,0.020728,0.020728,1.6216,0.100825,0.075172,0.5977,0.090843,0.008333,0.0208,0.0206,0.157557,0.020833
Zone_DH847,100,224,0.022626,0.0495,0.0283,4.48,2,2,98.0,98.0,0.02,2.9822,19.0,1.9,0.023354,0.023354,1.7658,0.101412,0.097679,0.6434,0.100554,0.010204,0.0289,0.0231,0.158927,0.028912
Zone_DH848,58,114,0.034483,0.075,0.0345,3.931,4,4,72.41,72.41,0.069,2.9936,12.0,1.5757,0.051103,0.051103,1.4318,0.149045,0.150668,0.5903,0.153676,0.02381,0.0476,0.0499,0.223126,0.047619
Zone_DH849,50,96,0.039184,0.0,0.0,3.84,4,4,44.0,44.0,0.08,3.1628,7.0,0.9899,0.099567,0.099567,1.913,0.241322,0.163853,0.4815,0.212501,0.045455,0.0,0.095,0.335049,0.0
Zone_DH850,52,98,0.036953,0.0,0.0,3.7692,4,4,38.46,38.46,0.0769,3.2451,8.0,1.1094,0.1,0.1,1.5789,0.238288,0.187427,0.626,0.222627,0.05,0.0,0.095,0.332469,0.0
Zone_DH851,22,32,0.069264,0.0,0.0,2.9091,6,6,45.45,45.45,0.2727,3.0,6.0,1.2792,0.2,0.2,1.6667,0.331758,0.269444,0.4979,0.315441,0.1,0.0,0.18,0.454497,0.0
Zone_DH856,61,128,0.034973,0.0,0.0,4.1967,2,2,98.36,98.36,0.0328,3.4886,10.0,1.2804,0.036158,0.036158,1.875,0.158576,0.095407,0.6574,0.128404,0.016667,0.0,0.0356,0.218536,0.0
Zone_DH857,85,172,0.02409,0.0,0.0,4.0471,6,5,74.12,75.29,0.0588,3.2301,10.0,1.0847,0.03373,0.03373,1.8824,0.155572,0.086812,0.6225,0.124327,0.015625,0.0,0.0332,0.219816,0.0
Zone_DH858,89,182,0.023238,0.0,0.0,4.0899,3,3,65.17,65.17,0.0337,1.898,14.0,1.484,0.036903,0.036903,1.9016,0.131387,0.124785,0.552,0.13069,0.017241,0.0,0.0363,0.199569,0.0
Zone_DH859,71,136,0.027364,0.0,0.0,3.831,8,8,66.2,66.2,0.1127,2.2758,11.0,1.3055,0.046253,0.046253,1.41,0.158841,0.121102,0.5506,0.145206,0.021277,0.0,0.0453,0.230063,0.0
Zone_DH860,96,194,0.021272,0.0802,0.0434,4.0417,10,4,79.17,96.88,0.0417,3.6036,18.0,1.8371,0.022674,0.022674,1.9175,0.083504,0.082549,0.6717,0.10315,0.010753,0.0448,0.0224,0.157826,0.046595
Zone_DH861,188,424,0.012061,0.0454,0.0399,4.5106,12,1,85.64,100.0,0.0053,2.8637,23.0,1.6774,0.012061,0.012061,1.7736,0.065241,0.054669,0.62,0.072589,0.005319,0.0399,0.012,0.126976,0.04078
Zone_DH862,273,574,0.00773,0.0225,0.0226,4.2051,15,5,88.64,95.6,0.0183,2.2675,30.0,1.8157,0.008223,0.008223,1.871,0.053978,0.061452,0.6467,0.06166,0.003831,0.0236,0.0082,0.115826,0.023627
Zone_DH863,229,454,0.008695,0.0213,0.0198,3.9651,13,3,85.59,97.82,0.0131,2.4022,29.0,1.9164,0.008969,0.008969,1.5,0.05449,0.064644,0.6098,0.066601,0.004464,0.0202,0.0089,0.12437,0.020238
Zone_DH864,136,262,0.01427,0.0265,0.0162,3.8529,9,2,76.47,99.26,0.0147,2.8562,18.0,1.5435,0.014483,0.014483,2.0611,0.078241,0.0554,0.4937,0.085749,0.007407,0.0163,0.0144,0.162585,0.016296
Zone_DH865,26,55,0.084615,0.1364,0.1282,4.2308,4,3,84.62,84.62,0.1154,3.699,7.0,1.3728,0.112554,0.112554,1.6923,0.250905,0.159524,0.4694,0.212393,0.045455,0.1515,0.1074,0.346887,0.151515
Zone_DH866,17,34,0.125,0.1304,0.098,4.0,2,2,94.12,94.12,0.1176,3.1019,8.0,1.9403,0.141667,0.141667,1.4118,0.235098,0.245833,0.4837,0.2494,0.0625,0.1042,0.1328,0.36179,0.104167
Zone_DH868,17,28,0.102941,0.1579,0.049,3.2941,5,3,70.59,76.47,0.1765,3.3249,6.0,1.4552,0.160256,0.160256,2.08,0.289022,0.199883,0.532,0.275883,0.076923,0.0641,0.1479,0.417384,0.064103
Zone_DH869,17,26,0.095588,0.0,0.0,3.0588,5,4,64.71,64.71,0.2353,3.3927,6.0,1.4552,0.190909,0.190909,1.5714,0.334784,0.234343,0.5517,0.300666,0.090909,0.0,0.1736,0.463333,0.0
Zone_DH870,17,24,0.088235,0.0,0.0,2.8235,6,4,41.18,41.18,0.2353,2.9183,3.0,0.7276,0.285714,0.285714,1.75,0.478311,0.238095,0.64,0.376594,0.142857,0.0,0.2449,0.571429,0.0
Zone_DH871,27,54,0.076923,0.0789,0.037,4.0,2,2,81.48,81.48,0.0741,3.606,8.0,1.5396,0.099567,0.099567,1.4348,0.229226,0.177489,0.553,0.21229,0.045455,0.0455,0.095,0.328802,0.045455
Zone_DH872,21,44,0.104762,0.0968,0.0476,4.1905,1,1,100.0,100.0,0.0476,3.5383,8.1,1.7676,0.104762,0.104762,1.4318,0.222128,0.193734,0.5552,0.217448,0.047619,0.0476,0.0998,0.328617,0.047619
