zone_id,cluster_id,cluster_label,confidence_score
Zone_DH194,0,Cluster_0,0.7924
Zone_DH195,0,Cluster_0,0.6996
Zone_DH196,1,Cluster_1,0.8512
Zone_DH197,1,Cluster_1,0.8272
Zone_DH198,1,Cluster_1,0.8179
Zone_DH199,1,Cluster_1,0.8323
Zone_DH200,1,Cluster_1,0.8433
Zone_DH201,1,Cluster_1,0.8149
Zone_DH202,1,Cluster_1,0.8238
Zone_DH203,1,Cluster_1,0.85
Zone_DH204,1,Cluster_1,0.833
Zone_DH205,1,Cluster_1,0.8658
Zone_DH206,1,Cluster_1,0.8423
Zone_DH207,1,Cluster_1,0.8129
Zone_DH208,1,Cluster_1,0.8109
Zone_DH209,1,Cluster_1,0.7669
Zone_DH211,0,Cluster_0,0.6656
Zone_DH212,0,Cluster_0,0.8021
Zone_DH213,1,Cluster_1,0.7686
Zone_DH214,1,Cluster_1,0.7802
Zone_DH215,1,Cluster_1,0.7866
Zone_DH216,1,Cluster_1,0.7216
Zone_DH217,0,Cluster_0,0.7077
Zone_DH218,0,Cluster_0,0.785
Zone_DH219,1,Cluster_1,0.7876
Zone_DH220,1,Cluster_1,0.8209
Zone_DH221,0,Cluster_0,0.7672
Zone_DH222,1,Cluster_1,0.7983
Zone_DH223,1,Cluster_1,0.8524
Zone_DH224,1,Cluster_1,0.8253
Zone_DH225,1,Cluster_1,0.8164
Zone_DH226,1,Cluster_1,0.7883
Zone_DH227,1,Cluster_1,0.6745
Zone_DH228,0,Cluster_0,0.8212
Zone_DH229,0,Cluster_0,0.7358
Zone_DH230,1,Cluster_1,0.7494
Zone_DH231,1,Cluster_1,0.8557
Zone_DH232,1,Cluster_1,0.8329
Zone_DH233,1,Cluster_1,0.8443
Zone_DH234,1,Cluster_1,0.8033
Zone_DH235,1,Cluster_1,0.8666
Zone_DH236,1,Cluster_1,0.8276
Zone_DH237,1,Cluster_1,0.8852
Zone_DH238,1,Cluster_1,0.8813
Zone_DH239,1,Cluster_1,0.8656
Zone_DH240,1,Cluster_1,0.8365
Zone_DH241,1,Cluster_1,0.8459
Zone_DH242,1,Cluster_1,0.8404
Zone_DH243,1,Cluster_1,0.8278
Zone_DH244,1,Cluster_1,0.7511
Zone_DH246,0,Cluster_0,0.4186
Zone_DH247,0,Cluster_0,0.6727
Zone_DH248,0,Cluster_0,0.6512
Zone_DH249,1,Cluster_1,0.8084
Zone_DH250,1,Cluster_1,0.7474
Zone_DH251,0,Cluster_0,0.7272
Zone_DH252,0,Cluster_0,0.7544
Zone_DH253,1,Cluster_1,0.8416
Zone_DH254,1,Cluster_1,0.8876
Zone_DH255,1,Cluster_1,0.7015
Zone_DH256,1,Cluster_1,0.916
Zone_DH257,1,Cluster_1,0.8961
Zone_DH258,1,Cluster_1,0.8267
Zone_DH259,1,Cluster_1,0.6719
Zone_DH260,1,Cluster_1,0.748
Zone_DH261,1,Cluster_1,0.7518
Zone_DH262,0,Cluster_0,0.6195
Zone_DH263,0,Cluster_0,0.8336
Zone_DH264,0,Cluster_0,0.7249
Zone_DH265,1,Cluster_1,0.7039
Zone_DH266,1,Cluster_1,0.7521
Zone_DH267,1,Cluster_1,0.7831
Zone_DH268,1,Cluster_1,0.8793
Zone_DH269,1,Cluster_1,0.806
Zone_DH270,1,Cluster_1,0.8434
Zone_DH271,1,Cluster_1,0.8382
Zone_DH272,1,Cluster_1,0.8402
Zone_DH273,1,Cluster_1,0.8729
Zone_DH274,1,Cluster_1,0.882
Zone_DH275,1,Cluster_1,0.8435
Zone_DH276,1,Cluster_1,0.8462
Zone_DH277,1,Cluster_1,0.8156
Zone_DH278,1,Cluster_1,0.7522
Zone_DH279,0,Cluster_0,0.615
Zone_DH281,0,Cluster_0,0.446
Zone_DH282,0,Cluster_0,0.5945
Zone_DH283,0,Cluster_0,0.6347
Zone_DH284,1,Cluster_1,0.7132
Zone_DH285,0,Cluster_0,0.7805
Zone_DH286,0,Cluster_0,0.6897
Zone_DH287,1,Cluster_1,0.7655
Zone_DH288,1,Cluster_1,0.8677
Zone_DH289,1,Cluster_1,0.8363
Zone_DH290,1,Cluster_1,0.7985
Zone_DH291,1,Cluster_1,0.8208
Zone_DH292,1,Cluster_1,0.6286
Zone_DH293,1,Cluster_1,0.6532
Zone_DH294,1,Cluster_1,0.8319
Zone_DH295,1,Cluster_1,0.8898
Zone_DH296,1,Cluster_1,0.6701
Zone_DH297,0,Cluster_0,0.5776
Zone_DH300,0,Cluster_0,0.7915
Zone_DH301,0,Cluster_0,0.7827
Zone_DH302,0,Cluster_0,0.7355
Zone_DH303,1,Cluster_1,0.7874
Zone_DH304,1,Cluster_1,0.7894
Zone_DH305,1,Cluster_1,0.8234
Zone_DH306,1,Cluster_1,0.8498
Zone_DH307,1,Cluster_1,0.7947
Zone_DH308,1,Cluster_1,0.8542
Zone_DH309,1,Cluster_1,0.7923
Zone_DH310,1,Cluster_1,0.7681
Zone_DH311,1,Cluster_1,0.7454
Zone_DH312,0,Cluster_0,0.6898
Zone_DH313,0,Cluster_0,0.7029
Zone_DH314,0,Cluster_0,0.6073
Zone_DH315,0,Cluster_0,0.7431
Zone_DH316,0,Cluster_0,0.8241
Zone_DH317,0,Cluster_0,0.6736
Zone_DH318,0,Cluster_0,0.7624
Zone_DH319,0,Cluster_0,0.688
Zone_DH320,1,Cluster_1,0.681
Zone_DH321,1,Cluster_1,0.757
Zone_DH322,1,Cluster_1,0.829
Zone_DH323,1,Cluster_1,0.8568
Zone_DH324,1,Cluster_1,0.8506
Zone_DH325,1,Cluster_1,0.8463
Zone_DH326,1,Cluster_1,0.8216
Zone_DH327,1,Cluster_1,0.8355
Zone_DH328,1,Cluster_1,0.6639
Zone_DH329,1,Cluster_1,0.8031
Zone_DH330,1,Cluster_1,0.7867
Zone_DH331,1,Cluster_1,0.8575
Zone_DH332,1,Cluster_1,0.881
Zone_DH333,1,Cluster_1,0.8847
Zone_DH334,1,Cluster_1,0.8321
Zone_DH335,1,Cluster_1,0.8292
Zone_DH336,0,Cluster_0,0.7843
Zone_DH337,0,Cluster_0,0.6957
Zone_DH338,0,Cluster_0,0.7932
Zone_DH339,1,Cluster_1,0.7787
Zone_DH340,1,Cluster_1,0.8018
Zone_DH341,1,Cluster_1,0.8591
Zone_DH342,1,Cluster_1,0.8084
Zone_DH343,1,Cluster_1,0.8275
Zone_DH344,0,Cluster_0,0.7772
Zone_DH345,0,Cluster_0,0.4035
Zone_DH346,0,Cluster_0,0.6766
Zone_DH347,0,Cluster_0,0.0743
Zone_DH350,0,Cluster_0,0.8644
Zone_DH351,1,Cluster_1,0.8085
Zone_DH352,0,Cluster_0,0.8236
Zone_DH353,0,Cluster_0,0.7408
Zone_DH354,0,Cluster_0,0.7287
Zone_DH355,0,Cluster_0,0.6956
Zone_DH356,1,Cluster_1,0.796
Zone_DH357,1,Cluster_1,0.8483
Zone_DH358,1,Cluster_1,0.8213
Zone_DH359,1,Cluster_1,0.7392
Zone_DH360,1,Cluster_1,0.7652
Zone_DH361,1,Cluster_1,0.7951
Zone_DH362,1,Cluster_1,0.8287
Zone_DH363,1,Cluster_1,0.8269
Zone_DH364,1,Cluster_1,0.7005
Zone_DH365,1,Cluster_1,0.7879
Zone_DH366,1,Cluster_1,0.8476
Zone_DH367,1,Cluster_1,0.8463
Zone_DH368,1,Cluster_1,0.8598
Zone_DH369,1,Cluster_1,0.8396
Zone_DH370,1,Cluster_1,0.8801
Zone_DH371,1,Cluster_1,0.8592
Zone_DH372,1,Cluster_1,0.5829
Zone_DH373,1,Cluster_1,0.8405
Zone_DH374,1,Cluster_1,0.8059
Zone_DH375,1,Cluster_1,0.6726
Zone_DH376,0,Cluster_0,0.6352
Zone_DH377,0,Cluster_0,0.4552
Zone_DH378,0,Cluster_0,0.3898
Zone_DH379,1,Cluster_1,0.7817
Zone_DH380,1,Cluster_1,0.777
Zone_DH381,0,Cluster_0,0.5805
Zone_DH382,0,Cluster_0,0.637
Zone_DH383,0,Cluster_0,0.6943
Zone_DH385,0,Cluster_0,0.7454
Zone_DH386,1,Cluster_1,0.8233
Zone_DH387,1,Cluster_1,0.7088
Zone_DH388,0,Cluster_0,0.7303
Zone_DH389,0,Cluster_0,0.7356
Zone_DH390,1,Cluster_1,0.8618
Zone_DH391,1,Cluster_1,0.7284
Zone_DH392,1,Cluster_1,0.7978
Zone_DH393,1,Cluster_1,0.8805
Zone_DH394,1,Cluster_1,0.8595
Zone_DH395,1,Cluster_1,0.8368
Zone_DH396,1,Cluster_1,0.8125
Zone_DH397,1,Cluster_1,0.8267
Zone_DH398,1,Cluster_1,0.7021
Zone_DH399,1,Cluster_1,0.8101
Zone_DH400,1,Cluster_1,0.8059
Zone_DH401,1,Cluster_1,0.8099
Zone_DH402,1,Cluster_1,0.7762
Zone_DH403,1,Cluster_1,0.8187
Zone_DH404,1,Cluster_1,0.8469
Zone_DH405,1,Cluster_1,0.8424
Zone_DH406,1,Cluster_1,0.8566
Zone_DH407,1,Cluster_1,0.8301
Zone_DH408,1,Cluster_1,0.814
Zone_DH409,1,Cluster_1,0.8092
Zone_DH410,1,Cluster_1,0.8101
Zone_DH411,1,Cluster_1,0.7882
Zone_DH412,1,Cluster_1,0.773
Zone_DH413,0,Cluster_0,0.6282
Zone_DH414,1,Cluster_1,0.8881
Zone_DH415,1,Cluster_1,0.8768
Zone_DH416,1,Cluster_1,0.5716
Zone_DH417,0,Cluster_0,0.7362
Zone_DH418,0,Cluster_0,0.883
Zone_DH419,0,Cluster_0,0.7745
Zone_DH420,0,Cluster_0,0.7604
Zone_DH421,1,Cluster_1,0.7872
Zone_DH422,1,Cluster_1,0.7589
Zone_DH423,0,Cluster_0,0.7017
Zone_DH424,0,Cluster_0,0.6458
Zone_DH425,1,Cluster_1,0.8953
Zone_DH426,1,Cluster_1,0.6513
Zone_DH427,1,Cluster_1,0.811
Zone_DH428,1,Cluster_1,0.8223
Zone_DH429,1,Cluster_1,0.818
Zone_DH430,1,Cluster_1,0.7622
Zone_DH431,1,Cluster_1,0.7688
Zone_DH432,1,Cluster_1,0.8621
Zone_DH433,1,Cluster_1,0.7831
Zone_DH434,1,Cluster_1,0.8188
Zone_DH435,1,Cluster_1,0.7905
Zone_DH436,1,Cluster_1,0.8044
Zone_DH437,1,Cluster_1,0.6985
Zone_DH438,1,Cluster_1,0.7832
Zone_DH439,1,Cluster_1,0.7829
Zone_DH440,1,Cluster_1,0.8257
Zone_DH441,1,Cluster_1,0.8783
Zone_DH442,1,Cluster_1,0.8799
Zone_DH443,1,Cluster_1,0.7826
Zone_DH444,1,Cluster_1,0.8068
Zone_DH445,1,Cluster_1,0.8788
Zone_DH446,1,Cluster_1,0.8894
Zone_DH447,1,Cluster_1,0.8504
Zone_DH448,1,Cluster_1,0.6012
Zone_DH449,1,Cluster_1,0.8341
Zone_DH450,1,Cluster_1,0.9038
Zone_DH451,1,Cluster_1,0.8835
Zone_DH452,1,Cluster_1,0.8351
Zone_DH453,1,Cluster_1,0.7655
Zone_DH454,0,Cluster_0,0.792
Zone_DH455,0,Cluster_0,0.8169
Zone_DH456,1,Cluster_1,0.6981
Zone_DH457,1,Cluster_1,0.8391
Zone_DH458,1,Cluster_1,0.8662
Zone_DH459,1,Cluster_1,0.8615
Zone_DH460,1,Cluster_1,0.8791
Zone_DH461,1,Cluster_1,0.6497
Zone_DH462,1,Cluster_1,0.7897
Zone_DH463,1,Cluster_1,0.8149
Zone_DH464,1,Cluster_1,0.7989
Zone_DH465,1,Cluster_1,0.7555
Zone_DH466,1,Cluster_1,0.7613
Zone_DH467,1,Cluster_1,0.8069
Zone_DH468,1,Cluster_1,0.8845
Zone_DH469,1,Cluster_1,0.8561
Zone_DH470,1,Cluster_1,0.8015
Zone_DH471,1,Cluster_1,0.7179
Zone_DH472,1,Cluster_1,0.793
Zone_DH473,1,Cluster_1,0.7635
Zone_DH474,1,Cluster_1,0.7062
Zone_DH475,1,Cluster_1,0.7713
Zone_DH476,1,Cluster_1,0.8907
Zone_DH477,1,Cluster_1,0.8821
Zone_DH478,1,Cluster_1,0.8753
Zone_DH479,1,Cluster_1,0.8734
Zone_DH480,1,Cluster_1,0.8944
Zone_DH481,1,Cluster_1,0.8788
Zone_DH482,1,Cluster_1,0.8927
Zone_DH483,1,Cluster_1,0.9014
Zone_DH484,1,Cluster_1,0.859
Zone_DH485,1,Cluster_1,0.8796
Zone_DH486,1,Cluster_1,0.8809
Zone_DH487,1,Cluster_1,0.8812
Zone_DH488,1,Cluster_1,0.7358
Zone_DH489,0,Cluster_0,0.684
Zone_DH490,0,Cluster_0,0.8001
Zone_DH491,1,Cluster_1,0.6102
Zone_DH492,1,Cluster_1,0.8447
Zone_DH493,1,Cluster_1,0.9017
Zone_DH494,1,Cluster_1,0.8669
Zone_DH495,1,Cluster_1,0.8268
Zone_DH496,1,Cluster_1,0.7618
Zone_DH497,1,Cluster_1,0.7951
Zone_DH498,1,Cluster_1,0.7506
Zone_DH499,1,Cluster_1,0.845
Zone_DH500,1,Cluster_1,0.7242
Zone_DH501,1,Cluster_1,0.6712
Zone_DH502,1,Cluster_1,0.7029
Zone_DH503,1,Cluster_1,0.7554
Zone_DH504,1,Cluster_1,0.7773
Zone_DH505,1,Cluster_1,0.8094
Zone_DH506,1,Cluster_1,0.868
Zone_DH507,1,Cluster_1,0.8622
Zone_DH508,1,Cluster_1,0.8077
Zone_DH509,1,Cluster_1,0.8643
Zone_DH510,1,Cluster_1,0.8517
Zone_DH511,1,Cluster_1,0.8932
Zone_DH512,1,Cluster_1,0.7955
Zone_DH513,1,Cluster_1,0.8745
Zone_DH514,1,Cluster_1,0.8468
Zone_DH515,1,Cluster_1,0.8478
Zone_DH516,1,Cluster_1,0.8813
Zone_DH517,1,Cluster_1,0.8867
Zone_DH518,1,Cluster_1,0.9165
Zone_DH519,1,Cluster_1,0.9284
Zone_DH520,1,Cluster_1,0.88
Zone_DH521,1,Cluster_1,0.7569
Zone_DH522,1,Cluster_1,0.7092
Zone_DH523,1,Cluster_1,0.7741
Zone_DH524,1,Cluster_1,0.826
Zone_DH525,1,Cluster_1,0.7471
Zone_DH526,1,Cluster_1,0.8256
Zone_DH527,1,Cluster_1,0.8964
Zone_DH528,1,Cluster_1,0.8855
Zone_DH529,1,Cluster_1,0.8521
Zone_DH530,1,Cluster_1,0.8482
Zone_DH531,1,Cluster_1,0.8311
Zone_DH532,1,Cluster_1,0.7813
Zone_DH533,1,Cluster_1,0.8112
Zone_DH534,1,Cluster_1,0.7088
Zone_DH535,1,Cluster_1,0.6974
Zone_DH536,1,Cluster_1,0.7323
Zone_DH537,1,Cluster_1,0.7408
Zone_DH538,1,Cluster_1,0.6735
Zone_DH539,1,Cluster_1,0.7633
Zone_DH540,1,Cluster_1,0.8322
Zone_DH541,1,Cluster_1,0.7755
Zone_DH542,1,Cluster_1,0.8256
Zone_DH543,1,Cluster_1,0.5533
Zone_DH544,1,Cluster_1,0.8135
Zone_DH545,1,Cluster_1,0.879
Zone_DH546,1,Cluster_1,0.8441
Zone_DH547,1,Cluster_1,0.5836
Zone_DH548,1,Cluster_1,0.8902
Zone_DH549,1,Cluster_1,0.804
Zone_DH550,1,Cluster_1,0.8064
Zone_DH551,1,Cluster_1,0.8549
Zone_DH552,1,Cluster_1,0.8887
Zone_DH553,1,Cluster_1,0.907
Zone_DH554,1,Cluster_1,0.8218
Zone_DH555,1,Cluster_1,0.7529
Zone_DH556,1,Cluster_1,0.6502
Zone_DH557,1,Cluster_1,0.8565
Zone_DH558,1,Cluster_1,0.8687
Zone_DH559,1,Cluster_1,0.8245
Zone_DH560,1,Cluster_1,0.7732
Zone_DH561,1,Cluster_1,0.8655
Zone_DH562,1,Cluster_1,0.8969
Zone_DH563,1,Cluster_1,0.8567
Zone_DH564,1,Cluster_1,0.8713
Zone_DH565,1,Cluster_1,0.8621
Zone_DH566,1,Cluster_1,0.7039
Zone_DH567,1,Cluster_1,0.6494
Zone_DH568,1,Cluster_1,0.8386
Zone_DH569,1,Cluster_1,0.7848
Zone_DH570,1,Cluster_1,0.7373
Zone_DH571,1,Cluster_1,0.7188
Zone_DH572,1,Cluster_1,0.5741
Zone_DH573,1,Cluster_1,0.7495
Zone_DH574,1,Cluster_1,0.8196
Zone_DH575,1,Cluster_1,0.8718
Zone_DH576,1,Cluster_1,0.8602
Zone_DH577,1,Cluster_1,0.7808
Zone_DH578,1,Cluster_1,0.8082
Zone_DH579,1,Cluster_1,0.8059
Zone_DH580,1,Cluster_1,0.6951
Zone_DH581,1,Cluster_1,0.5706
Zone_DH582,1,Cluster_1,0.8215
Zone_DH583,1,Cluster_1,0.9027
Zone_DH584,1,Cluster_1,0.8587
Zone_DH585,1,Cluster_1,0.8333
Zone_DH586,1,Cluster_1,0.8737
Zone_DH587,1,Cluster_1,0.8818
Zone_DH588,1,Cluster_1,0.9335
Zone_DH589,1,Cluster_1,0.9131
Zone_DH590,1,Cluster_1,0.9245
Zone_DH591,1,Cluster_1,0.6606
Zone_DH592,1,Cluster_1,0.8836
Zone_DH593,1,Cluster_1,0.7957
Zone_DH594,0,Cluster_0,0.7291
Zone_DH595,1,Cluster_1,0.7872
Zone_DH596,1,Cluster_1,0.8741
Zone_DH597,1,Cluster_1,0.8884
Zone_DH598,1,Cluster_1,0.8633
Zone_DH599,1,Cluster_1,0.8857
Zone_DH600,1,Cluster_1,0.6886
Zone_DH601,1,Cluster_1,0.7016
Zone_DH602,1,Cluster_1,0.6644
Zone_DH603,1,Cluster_1,0.7803
Zone_DH604,1,Cluster_1,0.7182
Zone_DH605,1,Cluster_1,0.7876
Zone_DH606,1,Cluster_1,0.692
Zone_DH607,1,Cluster_1,0.5406
Zone_DH608,1,Cluster_1,0.7583
Zone_DH609,1,Cluster_1,0.8383
Zone_DH610,1,Cluster_1,0.8585
Zone_DH611,1,Cluster_1,0.8533
Zone_DH612,1,Cluster_1,0.7993
Zone_DH613,1,Cluster_1,0.8166
Zone_DH614,1,Cluster_1,0.6403
Zone_DH615,1,Cluster_1,0.6428
Zone_DH616,1,Cluster_1,0.8285
Zone_DH617,1,Cluster_1,0.8707
Zone_DH618,1,Cluster_1,0.8604
Zone_DH619,1,Cluster_1,0.8962
Zone_DH620,1,Cluster_1,0.8446
Zone_DH621,1,Cluster_1,0.6465
Zone_DH622,1,Cluster_1,0.9109
Zone_DH623,1,Cluster_1,0.8671
Zone_DH624,1,Cluster_1,0.7526
Zone_DH625,1,Cluster_1,0.7946
Zone_DH626,1,Cluster_1,0.7855
Zone_DH627,1,Cluster_1,0.8498
Zone_DH628,1,Cluster_1,0.7565
Zone_DH630,0,Cluster_0,0.7801
Zone_DH631,1,Cluster_1,0.6701
Zone_DH632,1,Cluster_1,0.8393
Zone_DH633,1,Cluster_1,0.8635
Zone_DH634,1,Cluster_1,0.8517
Zone_DH635,1,Cluster_1,0.8699
Zone_DH636,1,Cluster_1,0.803
Zone_DH637,1,Cluster_1,0.8745
Zone_DH638,1,Cluster_1,0.7947
Zone_DH639,1,Cluster_1,0.8377
Zone_DH640,1,Cluster_1,0.7645
Zone_DH641,1,Cluster_1,0.6173
Zone_DH642,1,Cluster_1,0.8129
Zone_DH643,1,Cluster_1,0.7944
Zone_DH644,1,Cluster_1,0.8255
Zone_DH645,1,Cluster_1,0.8433
Zone_DH646,1,Cluster_1,0.8699
Zone_DH647,1,Cluster_1,0.8581
Zone_DH648,1,Cluster_1,0.8359
Zone_DH649,1,Cluster_1,0.8461
Zone_DH650,1,Cluster_1,0.882
Zone_DH651,1,Cluster_1,0.7753
Zone_DH652,1,Cluster_1,0.8455
Zone_DH653,1,Cluster_1,0.8607
Zone_DH654,1,Cluster_1,0.8762
Zone_DH655,1,Cluster_1,0.8585
Zone_DH656,1,Cluster_1,0.809
Zone_DH657,1,Cluster_1,0.7565
Zone_DH658,1,Cluster_1,0.7959
Zone_DH659,1,Cluster_1,0.7271
Zone_DH660,1,Cluster_1,0.7558
Zone_DH661,1,Cluster_1,0.8045
Zone_DH662,1,Cluster_1,0.8101
Zone_DH663,1,Cluster_1,0.7741
Zone_DH664,0,Cluster_0,0.5201
Zone_DH665,1,Cluster_1,0.7809
Zone_DH666,1,Cluster_1,0.9112
Zone_DH667,1,Cluster_1,0.9039
Zone_DH668,1,Cluster_1,0.7719
Zone_DH669,1,Cluster_1,0.8512
