zone_id,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,b_9,b_10,b_11,b_12,b_13,b_14,b_15,b_16,b_17,b_18,b_19,b_20,b_21,b_22,b_23,b_24,b_25,b_26,b_27,b_28,b_29,b_30,b_31,b_32,b_33,b_34,b_35,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29,a_30,a_31,a_32,a_33,a_34,a_35,l_0,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,l_16,l_17,l_18,l_19,l_20,l_21,l_22,l_23,l_24,l_25,l_26,l_27,l_28,l_29,l_30,l_31,l_32,l_33,l_34,l_35,l_36,l_37,l_38,l_39
Zone_DH625,0.047619,0.054945,0.029304,0.03663,0.029304,0.010989,0.025641,0.007326,0.007326,0.0,0.007326,0.014652,0.014652,0.018315,0.014652,0.051282,0.14652,0.051282,0.047619,0.047619,0.021978,0.014652,0.018315,0.007326,0.010989,0.003663,0.007326,0.014652,0.0,0.007326,0.010989,0.007326,0.003663,0.025641,0.087912,0.095238,0.223193,0.003177,0.004766,0.003177,0.001589,0.004766,0.001589,0.003177,0.001589,0.009531,0.001589,0.014297,0.015886,0.01112,0.01112,0.02224,0.054011,0.085782,0.098491,0.042891,0.028594,0.028594,0.007943,0.012708,0.015886,0.017474,0.007943,0.006354,0.014297,0.009531,0.006354,0.015886,0.017474,0.031771,0.042891,0.122319,0.117216,0.095238,0.106227,0.084249,0.047619,0.047619,0.087912,0.043956,0.032967,0.047619,0.040293,0.007326,0.029304,0.029304,0.021978,0.014652,0.010989,0.003663,0.010989,0.007326,0.007326,0.010989,0.007326,0.010989,0.0,0.0,0.014652,0.003663,0.007326,0.0,0.003663,0.003663,0.003663,0.0,0.003663,0.003663,0.003663,0.0,0.0,0.029304
Zone_DH626,0.065217,0.065217,0.054348,0.016304,0.032609,0.027174,0.016304,0.005435,0.0,0.0,0.005435,0.01087,0.005435,0.0,0.027174,0.027174,0.103261,0.081522,0.065217,0.059783,0.038043,0.005435,0.01087,0.005435,0.016304,0.005435,0.027174,0.0,0.005435,0.005435,0.01087,0.016304,0.005435,0.032609,0.059783,0.086957,0.228155,0.002427,0.002427,0.002427,0.0,0.002427,0.004854,0.007282,0.009709,0.009709,0.004854,0.012136,0.012136,0.01699,0.01699,0.026699,0.041262,0.075243,0.067961,0.038835,0.041262,0.024272,0.012136,0.01699,0.01699,0.026699,0.01699,0.009709,0.012136,0.009709,0.014563,0.014563,0.026699,0.029126,0.046117,0.099515,0.070652,0.065217,0.065217,0.086957,0.070652,0.043478,0.059783,0.032609,0.021739,0.059783,0.016304,0.032609,0.027174,0.043478,0.021739,0.021739,0.0,0.016304,0.027174,0.01087,0.021739,0.01087,0.027174,0.016304,0.0,0.005435,0.027174,0.005435,0.016304,0.0,0.0,0.01087,0.005435,0.0,0.005435,0.01087,0.005435,0.0,0.0,0.038043
Zone_DH627,0.071942,0.064748,0.071942,0.014388,0.021583,0.035971,0.014388,0.0,0.007194,0.0,0.0,0.0,0.0,0.014388,0.035971,0.05036,0.071942,0.100719,0.064748,0.035971,0.064748,0.007194,0.014388,0.014388,0.007194,0.014388,0.021583,0.0,0.007194,0.0,0.007194,0.028777,0.035971,0.028777,0.028777,0.043165,0.234043,0.0,0.0,0.006547,0.0,0.003273,0.003273,0.00982,0.013093,0.0,0.006547,0.006547,0.006547,0.016367,0.036007,0.026187,0.032733,0.05892,0.065466,0.052373,0.045827,0.02946,0.022913,0.022913,0.01964,0.013093,0.016367,0.003273,0.006547,0.006547,0.013093,0.01964,0.03928,0.03928,0.052373,0.072013,0.021583,0.014388,0.05036,0.093525,0.057554,0.057554,0.035971,0.064748,0.021583,0.071942,0.014388,0.05036,0.014388,0.021583,0.028777,0.035971,0.021583,0.021583,0.021583,0.007194,0.021583,0.014388,0.021583,0.007194,0.007194,0.014388,0.014388,0.007194,0.021583,0.007194,0.028777,0.014388,0.007194,0.0,0.007194,0.007194,0.0,0.007194,0.007194,0.057554
Zone_DH628,0.125,0.097222,0.055556,0.013889,0.027778,0.013889,0.0,0.0,0.013889,0.0,0.0,0.0,0.0,0.0,0.013889,0.027778,0.097222,0.083333,0.027778,0.041667,0.083333,0.013889,0.0,0.013889,0.0,0.013889,0.0,0.0,0.0,0.0,0.013889,0.013889,0.027778,0.083333,0.041667,0.055556,0.23127,0.0,0.0,0.009772,0.0,0.006515,0.0,0.0,0.006515,0.0,0.0,0.006515,0.0,0.006515,0.032573,0.032573,0.032573,0.052117,0.074919,0.071661,0.045603,0.026059,0.019544,0.039088,0.013029,0.006515,0.006515,0.0,0.0,0.006515,0.006515,0.026059,0.058632,0.045603,0.065147,0.071661,0.013889,0.013889,0.055556,0.069444,0.013889,0.027778,0.055556,0.069444,0.0,0.069444,0.041667,0.027778,0.0,0.027778,0.041667,0.013889,0.055556,0.013889,0.027778,0.013889,0.0,0.013889,0.027778,0.013889,0.013889,0.013889,0.0,0.0,0.013889,0.013889,0.055556,0.013889,0.013889,0.0,0.013889,0.013889,0.0,0.013889,0.013889,0.097222
Zone_DH630,0.034483,0.045977,0.068966,0.034483,0.022989,0.011494,0.022989,0.0,0.011494,0.011494,0.0,0.022989,0.0,0.0,0.022989,0.034483,0.034483,0.022989,0.057471,0.114943,0.068966,0.045977,0.034483,0.0,0.045977,0.011494,0.0,0.0,0.011494,0.045977,0.0,0.022989,0.034483,0.0,0.0,0.103448,0.257294,0.01061,0.005305,0.005305,0.0,0.005305,0.0,0.01061,0.005305,0.005305,0.005305,0.01061,0.015915,0.03183,0.01061,0.015915,0.05305,0.037135,0.06366,0.03183,0.05305,0.026525,0.005305,0.0,0.02122,0.02122,0.005305,0.02122,0.015915,0.015915,0.01061,0.015915,0.005305,0.05305,0.074271,0.074271,0.022989,0.045977,0.068966,0.091954,0.057471,0.034483,0.114943,0.057471,0.068966,0.011494,0.045977,0.057471,0.011494,0.011494,0.034483,0.022989,0.011494,0.034483,0.022989,0.011494,0.0,0.0,0.011494,0.011494,0.022989,0.0,0.0,0.011494,0.0,0.011494,0.011494,0.011494,0.022989,0.011494,0.0,0.0,0.0,0.0,0.0,0.034483
Zone_DH631,0.069204,0.038062,0.024221,0.020761,0.00692,0.010381,0.00692,0.0,0.00346,0.00692,0.0,0.020761,0.0,0.013841,0.013841,0.027682,0.034602,0.134948,0.062284,0.062284,0.051903,0.027682,0.013841,0.00346,0.020761,0.010381,0.00692,0.010381,0.00692,0.020761,0.013841,0.010381,0.017301,0.017301,0.020761,0.190311,0.223947,0.002956,0.005913,0.001478,0.0,0.002956,0.004435,0.004435,0.004435,0.002956,0.007391,0.010347,0.01626,0.023651,0.008869,0.017738,0.028086,0.103474,0.121212,0.026608,0.023651,0.023651,0.011826,0.010347,0.011826,0.011826,0.005913,0.011826,0.008869,0.010347,0.014782,0.011826,0.01626,0.031042,0.036955,0.141907,0.017301,0.069204,0.062284,0.15917,0.058824,0.027682,0.055363,0.055363,0.048443,0.024221,0.044983,0.031142,0.010381,0.013841,0.027682,0.020761,0.017301,0.027682,0.027682,0.010381,0.010381,0.024221,0.017301,0.013841,0.013841,0.00346,0.00346,0.010381,0.00346,0.013841,0.041522,0.00346,0.013841,0.00346,0.0,0.0,0.0,0.0,0.00346,0.010381
Zone_DH632,0.090573,0.02403,0.020333,0.022181,0.020333,0.005545,0.014787,0.005545,0.009242,0.007394,0.007394,0.012939,0.001848,0.009242,0.007394,0.020333,0.03512,0.181146,0.086876,0.038817,0.029575,0.014787,0.011091,0.005545,0.007394,0.001848,0.020333,0.020333,0.005545,0.005545,0.011091,0.011091,0.007394,0.014787,0.018484,0.194085,0.202218,0.0,0.003697,0.002218,0.002957,0.003697,0.003697,0.002218,0.005915,0.012569,0.008872,0.009612,0.010351,0.014787,0.006654,0.017745,0.02366,0.131608,0.127172,0.032532,0.018484,0.014048,0.013309,0.014787,0.008133,0.008872,0.017006,0.007394,0.005915,0.009612,0.014787,0.012569,0.014787,0.016266,0.031793,0.170055,0.027726,0.060998,0.096118,0.140481,0.099815,0.040665,0.048059,0.046211,0.049908,0.033272,0.038817,0.022181,0.014787,0.014787,0.027726,0.02403,0.009242,0.016636,0.018484,0.011091,0.012939,0.020333,0.009242,0.02403,0.007394,0.005545,0.016636,0.009242,0.001848,0.009242,0.02403,0.005545,0.005545,0.001848,0.0,0.0,0.0,0.0,0.001848,0.003697
Zone_DH633,0.078125,0.015625,0.022727,0.022727,0.022727,0.014915,0.017045,0.008523,0.026278,0.015625,0.012784,0.008523,0.005682,0.004261,0.005682,0.015625,0.02983,0.15625,0.079545,0.028409,0.021307,0.014205,0.022727,0.009943,0.007102,0.015625,0.039773,0.022727,0.012784,0.007102,0.002841,0.008523,0.009943,0.014205,0.021307,0.178977,0.201206,0.0,0.001722,0.002296,0.003157,0.004018,0.004018,0.004018,0.004592,0.012629,0.009759,0.009759,0.009759,0.010907,0.006602,0.023823,0.027268,0.128875,0.123421,0.035878,0.028703,0.013203,0.011481,0.016648,0.008611,0.010333,0.014925,0.007463,0.004592,0.009759,0.012629,0.011194,0.009185,0.013921,0.03229,0.171355,0.035511,0.071733,0.106534,0.143466,0.099432,0.052557,0.068182,0.044034,0.055398,0.038352,0.03125,0.018466,0.021307,0.019886,0.025568,0.017045,0.007102,0.019886,0.012784,0.007102,0.008523,0.009943,0.005682,0.015625,0.005682,0.002841,0.017045,0.002841,0.00142,0.004261,0.018466,0.005682,0.0,0.00142,0.00071,0.0,0.0,0.0,0.0,0.004261
Zone_DH634,0.08346,0.024785,0.027314,0.017198,0.028326,0.020738,0.019727,0.025291,0.041983,0.018209,0.01568,0.008599,0.00607,0.008599,0.011128,0.02782,0.032878,0.078907,0.069803,0.037936,0.025291,0.010116,0.019221,0.014163,0.016692,0.03389,0.047041,0.01568,0.014163,0.013151,0.015175,0.004047,0.013151,0.020233,0.039454,0.094082,0.204355,0.000319,0.002443,0.00308,0.00308,0.005523,0.005098,0.004567,0.005629,0.010303,0.010303,0.01179,0.010409,0.013277,0.013383,0.026978,0.039618,0.092512,0.0906,0.044079,0.034307,0.020712,0.01572,0.017419,0.013595,0.011896,0.017207,0.009772,0.012533,0.009984,0.011683,0.015189,0.013277,0.020181,0.039299,0.139883,0.062721,0.095599,0.158321,0.12089,0.088518,0.074861,0.086495,0.053111,0.050076,0.03743,0.023773,0.017198,0.018715,0.012645,0.020233,0.010622,0.005058,0.011634,0.007587,0.00607,0.005564,0.004047,0.001012,0.008093,0.002023,0.0,0.00607,0.001012,0.001012,0.0,0.003035,0.001012,0.0,0.0,0.001517,0.0,0.0,0.0,0.0,0.004047
Zone_DH635,0.079675,0.053486,0.033198,0.021394,0.026558,0.016599,0.014386,0.017706,0.021763,0.015124,0.010697,0.008853,0.008853,0.011435,0.013648,0.031354,0.031723,0.072667,0.075618,0.059388,0.028772,0.023239,0.021394,0.019181,0.015124,0.023239,0.029141,0.010697,0.011804,0.008853,0.018075,0.005902,0.015492,0.020657,0.036149,0.088159,0.20992,0.0016,0.00184,0.0024,0.00216,0.00456,0.00392,0.00544,0.00432,0.00768,0.00792,0.01088,0.0104,0.01344,0.01616,0.0264,0.04264,0.07968,0.09112,0.05048,0.03512,0.02144,0.01896,0.01968,0.01376,0.01336,0.01304,0.0116,0.01136,0.01192,0.01128,0.01616,0.0204,0.02456,0.04624,0.11816,0.081151,0.132055,0.166728,0.12689,0.087422,0.082995,0.073774,0.051273,0.037624,0.038731,0.020288,0.019181,0.016599,0.008115,0.009591,0.004795,0.004426,0.006271,0.004795,0.002951,0.004426,0.001475,0.000738,0.003689,0.000738,0.000738,0.000738,0.000738,0.000738,0.000369,0.001844,0.0,0.0,0.000369,0.001107,0.0,0.0,0.000738,0.0,0.005902
Zone_DH636,0.088668,0.057618,0.033931,0.021447,0.022087,0.012804,0.008643,0.012484,0.016005,0.010243,0.012164,0.013444,0.016645,0.017926,0.021447,0.027849,0.03105,0.070423,0.085147,0.060179,0.02977,0.020166,0.016005,0.022727,0.012804,0.012484,0.014405,0.012804,0.014085,0.012164,0.024328,0.012804,0.021127,0.025288,0.03137,0.077465,0.206043,0.001722,0.001005,0.001794,0.001938,0.003588,0.001938,0.004162,0.005526,0.005813,0.006028,0.007966,0.01055,0.01586,0.021745,0.029496,0.044137,0.079518,0.08124,0.051313,0.039185,0.027343,0.020454,0.02031,0.015645,0.013707,0.015071,0.012775,0.007894,0.01299,0.012272,0.011985,0.024329,0.028204,0.050022,0.10643,0.09347,0.119398,0.15525,0.128361,0.088988,0.088028,0.074584,0.045134,0.047695,0.034891,0.022087,0.019846,0.016645,0.010563,0.013124,0.005442,0.002881,0.005442,0.005122,0.005122,0.002561,0.00032,0.001921,0.001921,0.00064,0.002881,0.00032,0.00064,0.00064,0.00032,0.00032,0.00032,0.00064,0.00032,0.0,0.0,0.00032,0.0,0.0,0.003841
Zone_DH637,0.090939,0.061059,0.037025,0.023709,0.016889,0.01494,0.010068,0.006171,0.007145,0.008444,0.010068,0.012017,0.021436,0.018513,0.02176,0.028905,0.039948,0.077947,0.086392,0.058461,0.026632,0.019487,0.013641,0.023059,0.009419,0.006496,0.007145,0.011367,0.012991,0.011367,0.023059,0.015914,0.021111,0.02241,0.037025,0.087041,0.204267,0.002379,0.002156,0.001412,0.002602,0.002081,0.003345,0.00275,0.00446,0.00394,0.003791,0.006021,0.011224,0.014792,0.01955,0.02951,0.049431,0.090909,0.085631,0.04958,0.041775,0.024604,0.018658,0.019178,0.0139,0.012116,0.013306,0.01115,0.006095,0.010778,0.011893,0.012339,0.022151,0.028544,0.045343,0.118338,0.084443,0.111725,0.131211,0.133485,0.094836,0.092887,0.075024,0.049691,0.060409,0.026307,0.02923,0.02176,0.016239,0.012342,0.013316,0.010718,0.004547,0.004872,0.004547,0.004547,0.003573,0.001624,0.001299,0.001624,0.001299,0.002273,0.00065,0.00065,0.00065,0.0,0.0,0.000325,0.00065,0.0,0.0,0.0,0.00065,0.0,0.0,0.002598
Zone_DH638,0.065634,0.052589,0.041582,0.020383,0.012638,0.013045,0.016307,0.010192,0.01916,0.018753,0.012638,0.018753,0.013453,0.013861,0.018345,0.026498,0.050958,0.068488,0.074603,0.05585,0.026498,0.024052,0.018345,0.019976,0.016307,0.010192,0.016714,0.013453,0.013861,0.030575,0.009376,0.009784,0.015491,0.01753,0.039951,0.09417,0.203987,0.002373,0.001993,0.001519,0.002658,0.002753,0.004841,0.005505,0.00598,0.00598,0.004082,0.005695,0.009018,0.014428,0.015377,0.030565,0.04841,0.099098,0.098529,0.049454,0.035596,0.020123,0.017466,0.014333,0.009682,0.009397,0.009492,0.010631,0.010252,0.01177,0.011391,0.014333,0.014333,0.027527,0.041196,0.130233,0.093355,0.103954,0.105993,0.096209,0.103139,0.1117,0.07501,0.054219,0.062373,0.020791,0.027313,0.026906,0.01916,0.013045,0.012638,0.017122,0.004077,0.008561,0.0053,0.004892,0.0053,0.003261,0.002854,0.002446,0.002446,0.0053,0.002446,0.002446,0.002038,0.001223,0.0,0.000408,0.0,0.000408,0.0,0.0,0.000815,0.0,0.000408,0.002446
Zone_DH639,0.053348,0.038593,0.042376,0.017026,0.00681,0.010216,0.012107,0.014378,0.02308,0.033674,0.021188,0.031025,0.020053,0.015134,0.013999,0.019675,0.040484,0.064321,0.075293,0.044268,0.024972,0.022701,0.011351,0.010216,0.018161,0.014378,0.03216,0.021945,0.017404,0.038971,0.017026,0.010972,0.013621,0.020431,0.036322,0.092319,0.207757,0.001565,0.002609,0.002957,0.001565,0.002,0.005305,0.005305,0.006348,0.006609,0.006348,0.009305,0.008957,0.011218,0.013306,0.026002,0.0507,0.102357,0.103052,0.047569,0.032698,0.015393,0.016088,0.014088,0.011914,0.007566,0.008175,0.010523,0.009044,0.011392,0.008783,0.015827,0.011566,0.025828,0.04009,0.140186,0.097616,0.121831,0.115021,0.096481,0.109345,0.099508,0.08059,0.058645,0.041998,0.021566,0.02989,0.02762,0.014756,0.010972,0.010972,0.014378,0.006054,0.008324,0.004162,0.003784,0.004162,0.001135,0.005297,0.004162,0.000757,0.002649,0.001513,0.00227,0.001513,0.001135,0.0,0.0,0.000757,0.000378,0.0,0.0,0.0,0.0,0.000378,0.000378
Zone_DH640,0.063567,0.037951,0.039848,0.021189,0.014548,0.017394,0.01265,0.016445,0.023087,0.029096,0.019924,0.021189,0.022138,0.018343,0.013599,0.015497,0.038583,0.061986,0.080013,0.04396,0.024668,0.025933,0.014864,0.012334,0.012334,0.01518,0.032574,0.022138,0.017394,0.029412,0.013283,0.018027,0.021505,0.027514,0.036053,0.065781,0.206614,0.001541,0.002592,0.002452,0.001541,0.001401,0.004134,0.005044,0.005535,0.008197,0.006446,0.01107,0.011,0.010439,0.017656,0.019688,0.048343,0.102361,0.111609,0.04456,0.028445,0.015344,0.015063,0.013872,0.013452,0.008478,0.009388,0.010019,0.007777,0.01121,0.01079,0.012191,0.014783,0.021509,0.038534,0.146921,0.092663,0.102783,0.14358,0.13093,0.098988,0.087603,0.080961,0.056293,0.037951,0.029728,0.024668,0.0253,0.010436,0.011701,0.01518,0.012018,0.004111,0.006641,0.003163,0.004111,0.003479,0.000633,0.005376,0.003163,0.000633,0.001265,0.000633,0.001265,0.0,0.000949,0.0,0.0,0.000949,0.000316,0.0,0.000633,0.0,0.000316,0.000316,0.001265
Zone_DH641,0.061256,0.04196,0.039204,0.026646,0.019296,0.024196,0.011332,0.013476,0.009188,0.012251,0.017458,0.01562,0.026953,0.019296,0.023583,0.030628,0.03951,0.071669,0.067688,0.04441,0.030015,0.027871,0.023583,0.009801,0.006738,0.007963,0.011026,0.016539,0.015926,0.030628,0.01072,0.022665,0.028484,0.038897,0.040123,0.0634,0.214002,0.001078,0.002493,0.003302,0.002426,0.001887,0.002763,0.005121,0.006536,0.007142,0.006671,0.009029,0.01004,0.013544,0.018934,0.019877,0.043595,0.092851,0.106866,0.040361,0.030052,0.019271,0.017519,0.01415,0.013341,0.008288,0.012533,0.010175,0.009096,0.01132,0.012129,0.013678,0.01954,0.022303,0.038205,0.139883,0.071057,0.092802,0.147626,0.150077,0.101685,0.083002,0.084227,0.063093,0.043185,0.032466,0.023583,0.020521,0.012864,0.011945,0.012864,0.008882,0.007963,0.007963,0.002757,0.005207,0.00245,0.001838,0.003675,0.000613,0.001225,0.000919,0.000306,0.001225,0.0,0.000613,0.0,0.0,0.000306,0.000306,0.0,0.000613,0.000613,0.000306,0.000306,0.000919
Zone_DH642,0.043582,0.041194,0.041493,0.024776,0.019104,0.016716,0.013731,0.011045,0.010746,0.006866,0.010448,0.024179,0.036119,0.033731,0.023881,0.042687,0.044478,0.054925,0.047761,0.03791,0.034627,0.02806,0.030746,0.009851,0.00806,0.007761,0.00806,0.010746,0.008955,0.031642,0.02,0.026567,0.04,0.047761,0.055224,0.046567,0.217437,0.000662,0.001125,0.002315,0.002249,0.001918,0.002117,0.004895,0.006417,0.005755,0.004101,0.00774,0.010253,0.011841,0.019779,0.018191,0.041212,0.101607,0.112919,0.044784,0.028643,0.019051,0.014156,0.014355,0.01151,0.006284,0.01065,0.010055,0.010187,0.012436,0.011907,0.014752,0.019514,0.022227,0.042733,0.13422,0.07194,0.109254,0.143881,0.183881,0.101493,0.07194,0.058507,0.056418,0.037612,0.025373,0.019701,0.016119,0.016716,0.01403,0.013731,0.007463,0.008358,0.007761,0.00806,0.009254,0.002985,0.001194,0.004179,0.001194,0.002985,0.003284,0.000597,0.000896,0.0,0.0,0.0,0.0,0.0,0.0,0.000299,0.0,0.000597,0.0,0.0,0.000299
Zone_DH643,0.043018,0.037024,0.034556,0.02292,0.022214,0.017983,0.013399,0.00811,0.012694,0.0067,0.014457,0.029267,0.03244,0.037024,0.021509,0.032793,0.058181,0.052891,0.041255,0.030324,0.027504,0.026446,0.029267,0.01622,0.011283,0.013752,0.008815,0.014104,0.005289,0.036671,0.027151,0.017278,0.031735,0.028561,0.084274,0.052891,0.216601,0.000544,0.001632,0.002409,0.002953,0.002409,0.003497,0.004197,0.006684,0.005984,0.004508,0.008471,0.014533,0.013134,0.0143,0.021062,0.036372,0.096215,0.104531,0.038704,0.032875,0.019196,0.018419,0.018652,0.016554,0.010492,0.011658,0.009326,0.012901,0.018108,0.0143,0.015855,0.016088,0.024948,0.044377,0.11751,0.088505,0.122355,0.140691,0.151269,0.095557,0.061354,0.054654,0.053949,0.041255,0.020804,0.027856,0.023272,0.01622,0.016925,0.012341,0.008463,0.00952,0.009168,0.010226,0.008463,0.004231,0.002821,0.005642,0.00141,0.003173,0.003526,0.001763,0.000705,0.0,0.0,0.001058,0.000353,0.000705,0.0,0.000353,0.0,0.0,0.0,0.0,0.00141
Zone_DH644,0.067703,0.032186,0.028487,0.020348,0.019608,0.013688,0.010729,0.00407,0.006659,0.005919,0.015908,0.026637,0.024417,0.017018,0.021088,0.030707,0.083981,0.076582,0.062893,0.035516,0.016278,0.018128,0.014798,0.012579,0.012579,0.009989,0.008879,0.011469,0.006289,0.027747,0.022198,0.011099,0.024787,0.025527,0.079541,0.09397,0.208867,0.000572,0.001715,0.003184,0.003429,0.002613,0.003593,0.004001,0.003919,0.005634,0.003348,0.006614,0.013636,0.012901,0.013554,0.022128,0.040336,0.099535,0.107618,0.042214,0.032988,0.022618,0.020985,0.017392,0.016412,0.011268,0.012166,0.009962,0.009227,0.016575,0.011513,0.014861,0.020495,0.02719,0.041969,0.114967,0.104698,0.109138,0.133185,0.103589,0.096929,0.081021,0.073622,0.058824,0.054384,0.031077,0.023677,0.026267,0.016648,0.017388,0.008879,0.009619,0.009619,0.00222,0.008139,0.00407,0.00444,0.00444,0.0037,0.00111,0.00222,0.00222,0.00148,0.00148,0.0,0.0,0.00111,0.00037,0.00074,0.00074,0.00111,0.0,0.0,0.0,0.0,0.00185
Zone_DH645,0.09473,0.078241,0.05076,0.022632,0.021985,0.013579,0.009699,0.005496,0.004526,0.004203,0.00582,0.007113,0.010669,0.010669,0.020045,0.025218,0.062399,0.067572,0.077271,0.076948,0.035887,0.022955,0.016489,0.009699,0.012286,0.009053,0.004526,0.007759,0.003233,0.007436,0.008406,0.010346,0.015519,0.023278,0.060136,0.083414,0.203733,0.001154,0.000882,0.00224,0.003393,0.002782,0.003461,0.00414,0.004411,0.003529,0.00414,0.007872,0.009841,0.011809,0.016152,0.02416,0.048252,0.100577,0.111503,0.043502,0.031015,0.023482,0.016899,0.012962,0.012759,0.010926,0.01018,0.010926,0.013845,0.010519,0.00828,0.011469,0.021378,0.024567,0.043638,0.129623,0.079858,0.095053,0.127384,0.121242,0.099256,0.097317,0.080504,0.064985,0.060459,0.038151,0.026511,0.022955,0.017135,0.013256,0.010346,0.008406,0.006466,0.001293,0.004203,0.004203,0.003556,0.004526,0.003233,0.001293,0.00097,0.000647,0.000647,0.000647,0.001293,0.000647,0.000647,0.0,0.0,0.000647,0.000647,0.0,0.0,0.0,0.0,0.001617
Zone_DH646,0.08762,0.096581,0.079323,0.041819,0.027879,0.01228,0.013276,0.007302,0.004647,0.00531,0.003983,0.004647,0.01228,0.008961,0.01759,0.020577,0.023896,0.045802,0.069366,0.102887,0.063724,0.035181,0.025224,0.01394,0.015267,0.009293,0.008629,0.009625,0.005974,0.006638,0.010621,0.008961,0.014935,0.019582,0.020577,0.045802,0.206731,0.001414,0.001697,0.002404,0.00198,0.002828,0.002828,0.005444,0.00502,0.004383,0.005373,0.008626,0.008626,0.010888,0.018665,0.028705,0.048501,0.094881,0.102305,0.049491,0.027927,0.022695,0.016261,0.012868,0.013928,0.012443,0.011029,0.012373,0.014352,0.01209,0.011524,0.010676,0.021423,0.019655,0.045178,0.124788,0.059409,0.088948,0.110853,0.136741,0.116495,0.102887,0.073017,0.066047,0.045138,0.044474,0.035845,0.023896,0.021241,0.011948,0.009957,0.00697,0.009293,0.003319,0.00531,0.006306,0.002655,0.003983,0.001659,0.003983,0.000664,0.002323,0.002323,0.000664,0.001328,0.001328,0.000664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332
Zone_DH647,0.095101,0.081052,0.086455,0.050072,0.027738,0.017291,0.020533,0.010807,0.007205,0.009366,0.006844,0.008646,0.012248,0.006484,0.013689,0.009006,0.010447,0.04683,0.082493,0.095101,0.065562,0.034582,0.028458,0.016931,0.01585,0.011527,0.009366,0.011888,0.006484,0.006484,0.010086,0.007925,0.009726,0.010807,0.018012,0.038905,0.210989,0.00168,0.00192,0.002719,0.00192,0.003519,0.003359,0.004799,0.005439,0.005919,0.007598,0.006878,0.008958,0.011037,0.019675,0.026634,0.045589,0.093098,0.096297,0.049348,0.022635,0.026394,0.014397,0.014636,0.014716,0.014557,0.013677,0.012557,0.014477,0.011997,0.010557,0.013677,0.024154,0.021995,0.04023,0.121971,0.071326,0.112752,0.096542,0.148055,0.12428,0.083573,0.052594,0.059078,0.041787,0.032781,0.033862,0.028098,0.022695,0.013689,0.007565,0.010447,0.012608,0.006844,0.006484,0.008285,0.003963,0.003963,0.003242,0.003602,0.00072,0.001801,0.001801,0.00072,0.0,0.00072,0.001441,0.00072,0.00036,0.00072,0.0,0.0,0.0,0.0,0.0,0.002882
Zone_DH648,0.191856,0.062255,0.057948,0.037588,0.015662,0.014096,0.018403,0.014487,0.007439,0.011355,0.008614,0.010572,0.01018,0.003132,0.007439,0.007831,0.009005,0.048943,0.167972,0.069695,0.047377,0.0278,0.0278,0.010963,0.009789,0.00509,0.005482,0.008614,0.003915,0.007048,0.007048,0.006656,0.003915,0.007048,0.016445,0.03054,0.201853,0.000953,0.000693,0.002425,0.002425,0.002771,0.00381,0.00459,0.003983,0.005369,0.005975,0.004416,0.006928,0.007274,0.015933,0.02468,0.037149,0.127988,0.131278,0.042865,0.021476,0.016107,0.012123,0.011604,0.010045,0.010391,0.013595,0.010218,0.009525,0.010045,0.007967,0.011171,0.01957,0.021043,0.033772,0.147991,0.083399,0.108066,0.0787,0.13195,0.154268,0.084573,0.052075,0.044244,0.032106,0.023884,0.032498,0.022709,0.023101,0.017228,0.012921,0.014487,0.023884,0.009397,0.014487,0.005873,0.00509,0.002741,0.004699,0.001958,0.0,0.003524,0.001566,0.001566,0.000392,0.000783,0.001958,0.000783,0.000392,0.000783,0.0,0.000392,0.0,0.000392,0.0,0.003132
Zone_DH649,0.234434,0.087338,0.055997,0.017551,0.01588,0.013372,0.010447,0.012119,0.006268,0.006268,0.004597,0.006686,0.005015,0.005015,0.006686,0.006268,0.010865,0.04346,0.187213,0.072712,0.033849,0.023819,0.037192,0.010865,0.005015,0.003343,0.002925,0.009193,0.001672,0.003761,0.004179,0.005433,0.002507,0.007522,0.018387,0.022148,0.194724,0.002911,0.000657,0.003192,0.002629,0.002535,0.00338,0.002911,0.003474,0.003286,0.004507,0.002911,0.006103,0.009013,0.012393,0.018778,0.027697,0.152098,0.155197,0.029387,0.017275,0.012675,0.011736,0.011454,0.007699,0.007605,0.006666,0.007417,0.00629,0.004882,0.006384,0.009201,0.014271,0.018871,0.027697,0.192095,0.109068,0.086084,0.078145,0.159214,0.124112,0.063101,0.043878,0.033849,0.035938,0.022984,0.031341,0.024655,0.025909,0.028834,0.014208,0.010865,0.033431,0.007104,0.010447,0.008776,0.008358,0.005433,0.00585,0.003343,0.000418,0.004597,0.002089,0.002507,0.001672,0.000836,0.000836,0.000836,0.000418,0.001254,0.000836,0.001254,0.000836,0.000418,0.0,0.006268
