zone_id,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency,uffm_bearing_entropy,uffm_angle_entropy,uffm_length_entropy,uffm_dominant_bearing_deg,uffm_angle_p90,uffm_angle_p180,uffm_median_length_m
Zone_DH014,0.0770950630917682,0.4101307189542484,0.3469055374592834,0.6344849345322606,0.1764705882352941,0.0333333333333333,0.8770491803278688,0.9944379391100704,0.025420254202542,0.9231265871820254,0.7090016984336667,0.0651512045494233,0.0651512045494233,0.1895173592043443,0.1139125696113707,0.2586171391042516,0.6675603217158177,0.200575355601726,0.0608156573419407,0.3117261471230881,0.0693548387096774,0.172945760189117,0.3117117773487305,0.9117477597606384,0.9391378221122354,0.5582045569996839,0.5428571428571429,0.19670495798924278,0.5790036883566323,0.14285714285714285
Zone_DH015,0.048590618607093,0.5669934640522877,0.4771986970684039,0.8293500552137563,0.2745098039215686,0.0333333333333333,0.3978337236533958,0.9966334894613584,0.012710127101271,0.9126673266474412,0.6738378310373025,0.040915958666454,0.040915958666454,0.3264994813594485,0.0562153809402947,0.1538423006495205,0.5734584450402145,0.138143057553318,0.0342931311268231,0.4275309541150764,0.0435483870967741,0.1313896306673087,0.434541546756038,0.9105628777788572,0.8986681409223201,0.4072655499910748,0.37142857142857144,0.345004987813281,0.5881847365784801,0.09523809523809519
Zone_DH016,0.0782537067545304,0.5416666666666666,0.4845276872964169,0.9902981542830098,0.1764705882352941,0.0666666666666666,0.8808548009367683,0.961797423887588,0.034440344403444,0.8840012051822838,0.2581619173428948,0.0689018973646447,0.0689018973646447,0.2252730489962779,0.1940011048239,0.1576548246517245,0.395710455764075,0.1833191270221796,0.0524985483485329,0.4450109249817917,0.0733870967741935,0.2183367625384873,0.4491639648828823,0.8822179875189461,0.9859824460310144,0.5099025794442563,0.0,0.26864259489700426,0.38964528026956874,0.09523809523809519
Zone_DH017,0.6120625667577891,0.326797385620915,0.1506514657980456,0.6341694273544723,0.0196078431372549,0.0333333333333333,0.9186182669789228,0.9186182669789228,0.2222222222222222,0.7312013084836223,0.2381581430458577,0.5635302067436546,0.5635302067436546,0.1598023064250412,0.7625711043759984,0.5526490084654729,0.0,0.6854323158062969,0.4976944359053182,0.1427530954115076,0.5814516129032258,0.7889681740576984,0.1428581836727259,0.7072232724423709,0.8125245351758241,0.5737314257443552,0.5428571428571429,0.09938089410409617,0.18262488046992398,0.42857142857142855
Zone_DH019,0.4869743106975396,0.0,0.0,0.0809275911026976,0.0784313725490196,0.1333333333333333,0.7255562060889931,0.7255562060889931,0.6346863468634687,0.7611156544570223,0.5050638485248788,0.5791479701463074,0.5791479701463074,0.4410885349929832,0.6434143537526688,0.9330053264021462,0.4785522788203754,0.7936888462699554,0.652252621511767,0.0,0.5919354838709677,0.7307213004713333,0.0,0.572228367482388,0.5674588697569923,0.03132674115324335,0.31428571428571433,0.051461892078118396,0.6401006329402122,0.4761904761904762
Zone_DH020,0.3489508843709832,0.0,0.0,0.3571935636535731,0.0980392156862745,0.1666666666666666,0.4200819672131148,0.4200819672131148,0.4583845838458384,0.8562389704299918,0.2818770837264892,0.5767942965173223,0.5767942965173223,0.1995850875587284,0.6613677421281297,0.7116841337778496,0.4257372654155495,0.7085664056256992,0.5290842640980975,0.0,0.5935483870967742,0.7363714631761736,0.0,0.7607241117637181,0.8162963522500308,0.43354619343163814,0.2857142857142857,0.13408733301109663,0.39943536268840213,0.6666666666666666
Zone_DH021,0.4098792476057715,0.5449346405228758,0.3599348534201954,0.4884051112162801,0.0196078431372549,0.0333333333333333,0.7609777517564403,0.7609777517564403,0.1615416154161542,0.8670425687599533,0.4029062087186261,0.4210342497475495,0.4210342497475495,0.2596253584721459,0.5614035742546171,0.6507338412988184,0.495710455764075,0.6163940830714044,0.4119274515831539,0.088856518572469,0.4362903225806451,0.6136934728363175,0.0888492222505555,0.7876745315266187,0.8510280544055554,0.28882157166895983,0.3428571428571429,0.13828840873330112,0.36323482537225094,0.8095238095238094
Zone_DH022,0.2410250375654,0.5571895424836601,0.3094462540716612,0.4272755955197979,0.0588235294117647,0.1,0.8146955503512882,0.8146955503512882,0.2017220172201722,0.8487496233805362,0.6365981002704912,0.2443113226886545,0.2443113226886545,0.265482945878333,0.3474596515325699,0.592421704114743,0.3817694369973191,0.4592634027666791,0.2429039860641459,0.3168244719592133,0.2556451612903225,0.4198864714208583,0.3343703325926196,0.8156744731921971,0.9455391789098607,0.5088547082975531,0.6571428571428571,0.07765048284089389,0.3635080369746369,0.5238095238095238
Zone_DH023,0.1530405344243894,0.6258169934640523,0.4592833876221498,0.5765104906136613,0.0784313725490196,0.1333333333333333,0.9559426229508198,0.9559426229508198,0.1484214842148421,0.9430981793139068,0.704220922186576,0.1367332528528802,0.1367332528528802,0.1941546159009091,0.2323788052971827,0.4352566635684111,0.6286863270777479,0.3161126205316711,0.1277794856030331,0.4231609613983976,0.1443548387096774,0.2923842460855988,0.4330042621398128,0.9349198222846605,0.9335379968712393,0.8425479172596034,0.028571428571428574,0.21442197928771964,0.5021800009107056,0.5714285714285714
Zone_DH024,0.1715788330285859,0.5547385620915033,0.4193811074918566,0.6352342640795078,0.0588235294117647,0.1,0.5834309133489463,0.5834309133489463,0.1275112751127511,0.917014591314079,0.5819336981820469,0.211299151918244,0.211299151918244,0.1571785953993532,0.2797481300108989,0.5606246973635144,0.5490616621983915,0.3980342016941025,0.189466133825187,0.4413692643845593,0.2225806451612903,0.3766288724481607,0.4415576846016539,0.9018532032922423,0.9699624241884883,0.8440117582510455,0.5714285714285714,0.20705338502833284,0.4882689768225491,0.8095238095238094
Zone_DH025,0.1659304451726198,0.4656862745098039,0.3151465798045602,0.605063890203502,0.0980392156862745,0.1666666666666666,0.9414519906323184,0.9414519906323184,0.1910619106191062,0.9198984203503636,0.4044788324841165,0.1514247317950937,0.1514247317950937,0.168161571785954,0.3047410382358649,0.3601137634899343,0.4243967828418231,0.3307761973256619,0.1377019503364416,0.2935178441369264,0.1596774193548387,0.3411490026120328,0.2934537903901497,0.9075153863993397,0.9820896652980375,1.0,0.6285714285714287,0.1330846282793587,0.2910841947088019,0.619047619047619
Zone_DH026,0.0565200861741224,0.196078431372549,0.1099348534201954,0.361807856128727,0.2745098039215686,0.2,0.5923594847775178,0.9557962529274008,0.0906109061090611,0.8555933370636594,0.4881424168082028,0.0501180633062281,0.0501180633062281,0.3416925986942462,0.1025507995043222,0.1449371350969271,0.5831099195710454,0.1871814678670999,0.054479625644704,0.1019664967225054,0.0532258064516129,0.1893592493688803,0.1050453535390332,0.8468538645509335,0.9025919903530457,0.8831165170141768,0.028571428571428574,0.3161656571058342,0.4666909521424343,0.28571428571428564
